ParticipantID,StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,BA_1,BA_2,BA_3,BA_4,SE1,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,Q1 RP1,Q2 RP2,Q3 RP3,Q4 RP4,Q5 RP5,Q6 RP6,Q7 RP7,Q8 RN1,Q9 RN2,Q10 RN3,Q11 RN4,Q12 RN5,Q13 RN6,Q14 RN7,Q15 LP1,Q16 LP2,Q17 LP3,Q18 LP4,Q19 LP5,Q20 LP6,Q21 LP7,Q22 LN1,Q23 LN2,Q24 LN3,Q25 LN4,Q26 LN5,Q27 LN6,Q28 LN7,spwtime_First Click,spwtime_Last Click,spwtime_Page Submit,spwtime_Click Count,attentioncheck_nb,discrepancy_nb,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,credibility,objective,valid,useful,rl_product_choice,rl_shop_intentions,rl_purchase,rl_wom,rr_product_choice,rr_shop_intentions,rr_purchase,rr_wom,attentioncheck_b,discrepancy_b,SE_2,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,nobias_white,nobias_black,bias_white,bias_black
144,2023-10-21 14:39:06,2023-10-21 14:48:26,0,100,560,1,2023-10-21 14:48:27,R_1OCySjkgLJaEDPA,anonymous,EN,2,5ac5a9a9f69e940001d984b5,4,4,4,4,3,3,2,2,3,3,3,4,2,3,2,2,2,3,2,2,2,,,,,,,,,,,,,,,"24X2927,20C1933,26C816,23C837,17C761,24C807,19C733,17C706,28C776,21C1553,23C743,22C750,20C1622,28C1716,27C825,19C832,18C693,26C715,21C913,25C852,END","1C1104,9C748,13C853,12C1370,16C725,9C762,2C735,15C723,16C729,10C813,3C654,7C705,5C644,11C889,4C708,8C985,6C687,1C768,14C868,5C731,END","27C1327,15C900,20C832,16C824,22C1103,8X2271,28C724,6C985,23C847,2C1163,19C699,1C799,17C809,12C914,24C1399,14C858,26C757,10C778,21C737,4C727,END","17C2287,16C813,27C660,3C741,21C685,2C690,25C864,10C831,24C1425,4C1328,24C736,14C1269,23C1551,15X1508,26C725,1C1340,26C815,2C787,20C877,8C1610,28C709,13C750,21C710,5C1035,22C3339,10C973,22C676,12C808,17C588,3C764,18C672,9C1092,25C786,6C1174,20C743,7C603,27C731,11C2272,19C1289,13C953,END","14C1103,13C967,7C977,8C588,6C558,1C561,2C706,1C568,2C854,11C828,4C707,4C1096,7C3170,4C2144,9C849,6C1401,15C748,14C866,11C1311,5C713,6X1387,15C793,3C1182,10C747,16X955,13C764,10C775,16C910,11C837,3C795,5C750,12X2276,1C2649,8C919,12C848,9C1440,15C1494,2X2320,10X2811,13C1219,END","19C1808,5C768,18C597,11C646,27C696,10C922,22C1263,13C787,23C698,4C702,17C768,12C2467,21C649,1C1753,28C1415,16C1018,25C702,3C1169,26C813,8X1285,END","19C1023,4C1582,22C571,3C1034,17C736,8C725,27X795,13C2010,26C761,2C1355,24C857,2C672,19C689,15C1363,27C788,9X1998,28C925,12C1045,26C590,7C923,20C691,11C660,25C777,5C687,25C768,1C662,21C808,12C732,23C717,10C709,18C714,13C763,17C669,5C1584,18C562,14C1329,20C846,6C952,24C736,16C692,END",,,,,,,,0,0,2.608,0,,,3,2,2,3,2,3,4,2,3,2,2,2,3,2,2,2,5,1,4,4,33,5,5,4,,,,,1,1,3,45,1,3,3,,4,1,,21,,,,,,,2,
145,2023-10-21 14:35:44,2023-10-21 14:48:57,0,100,793,1,2023-10-21 14:48:58,R_3J8yQwsfMIYfLWU,anonymous,EN,2,5f8f05773fdd230f04057241,2,2,2,2,3,3,2,2,4,2,3,2,4,2,3,4,2,3,2,2,3,,,,,,,,"17C1145,20C1137,28C847,18C805,24C878,23C798,26C756,27C780,21C701,22C797,20C785,28C738,26C802,19C685,25C800,21C697,25C704,19C734,17C1056,23C776,END","15C1282,11C843,9C940,6C916,8C841,11C748,13C926,12C795,4C728,7C795,14C804,14C720,16C779,1C770,2C771,10C1123,6C832,3C781,5C770,4C700,END","25C1176,7C1069,17C1195,10C1169,18C920,4C1244,20C812,5C1061,19C762,16C1143,23C936,1C950,27C912,11C786,24C961,14C1125,22C794,15C820,26C833,2C740,END","22C1777,5C854,17C1138,1C806,20C780,13C769,28C897,9C812,22C821,14C773,24C828,11C734,26C891,10C984,19C838,14C696,23C827,3C668,25C754,1C714,18C775,11C781,27C778,2C873,24C862,12C807,17C769,8C857,20C736,6C743,27C798,7C834,25C752,2C712,23C851,4C686,19C748,16C710,21C708,15C769,END","16C1106,7C847,14C1047,2X706,5C1405,8C1748,8C901,11C806,12C898,6C832,5C628,9C712,5C714,10C769,4C764,13C975,3C893,13C822,13C734,11C722,9C722,15C643,14C749,10C654,2C834,1C676,11C730,3C735,6C799,10C696,7C737,4C658,7C659,1C667,8C925,15C756,16C767,16C659,3C737,12C796,END","23C1121,14C922,27C801,4C825,24C857,5C1227,21C978,10C1010,18C854,2C1480,28C1018,11C1422,17C771,15C1035,19C891,6C768,25C820,7C1056,22C780,12C984,END","24C1196,4C815,22C792,9C1115,24C1039,2C725,18C1043,5C677,28C807,3C1164,26C940,10C981,22C733,14C1047,28C884,13C1183,20C697,6C751,17C922,7C762,27C1113,12C896,23C856,1C749,26C723,11C971,21C718,15C803,21C1837,3C810,27C777,15C713,18C674,10C850,19C1190,8C880,25C816,6C1078,17C921,16C1134,END",,,,,,,,,,,,,,,0,0,2.513,0,4,4,3,2,2,4,2,3,2,4,2,3,4,2,3,2,2,3,5,4,5,5,23,1,1,1,,,,,,,3,50,1,2,2,,3,2,,21,,,,,0,,,
146,2023-10-21 14:42:35,2023-10-21 14:49:19,0,100,403,1,2023-10-21 14:49:19,R_3Hqegcolt06Dt0S,anonymous,EN,2,5dcf7b49523df00ae9c4e07e,6,5,3,5,1,2,3,3,4,3,4,3,4,2,3,3,4,3,3,3,4,,,,,,,,"24C1160,17C851,26C751,23C761,19C843,25C769,17X940,28C700,21C654,22C631,26C852,23C740,19C819,20C668,25C694,18C658,20C750,27C801,28C1032,18C691,END","15C840,9C763,1C826,10C711,5C697,16C789,12C786,10C794,2C989,13C827,3C776,8X1465,8C636,5C668,11C735,7C757,4C729,14C812,6X1261,9C717,END","26C616,12X888,22C577,15C686,28C752,4C704,18C609,10C636,17C692,5C653,23C736,11C777,24C830,8C745,19C738,3C753,25C814,13C811,20C1072,7C727,END","22C706,2C704,19C915,9C1111,25C716,4C1154,26C727,1C804,27C776,15C839,23C2064,5C697,19C850,9X1836,17X1064,11C2000,23C774,3C741,24C768,12C804,18C672,7C747,27C805,13X1528,28C981,6C1079,20C698,10C908,26C853,2C915,18C816,11C1057,20C704,16C767,25C673,14C658,21C619,5C653,21C679,8C810,END","1X1339,11C827,7C599,5C596,15C703,12C692,8C812,16C704,5C580,2C827,13C811,12X1392,7C605,9C761,3C616,15C727,10C742,1C658,4C587,11C664,13C682,14C736,2C741,16C728,4C625,14C717,6C815,9C1290,1C602,6C540,13C690,5C558,15C656,16C666,10C648,12C721,3C584,7C573,8C708,8C830,END","26C771,14C756,28X874,8C645,20C583,16C663,25C673,12C1056,17C644,7C595,22C697,9C796,18X1326,6C1115,21C626,2C1264,24C798,15C754,27C743,1C738,END","24C1589,4C700,21C908,4C757,17C1004,9C717,20C650,6C828,24C787,10C744,26C950,3C723,28C807,16X1346,22C620,8C975,28X1360,12C846,19C790,13C880,19C1131,3C800,23X1793,15C867,26C976,7C1040,17C1000,11C869,18C974,2C1160,23C703,16C822,27C1200,14C1582,25C1288,5X1166,21C696,12C1299,22C1129,1C1074,END",,,,,,,,,,,,,,,0,0,2.61,0,,,2,3,3,3,3,3,3,4,3,3,4,4,3,3,3,4,5,3,4,5,7,5,5,4,,,,,1,2,1,29,1,5,3,,5,2,,21,,,,,,,2,
147,2023-10-21 14:40:37,2023-10-21 14:49:49,0,100,551,1,2023-10-21 14:49:49,R_4PccgImBzOtiegF,anonymous,EN,2,60bd4bfc88b646e72d772977,1,1,1,1,3,1,1,1,3,2,3,1,3,1,2,4,4,1,1,1,4,,,,,,,,"21C904,26X2069,18C722,27C650,17C752,19C719,26C673,19C610,28C678,17C679,24C752,25C597,27C677,22C618,28C750,23C690,25C804,22C675,21C681,20C567,END","9C1445,2C667,13C852,4C681,8C799,3C613,12C608,10C601,8C634,14C642,5C623,16C700,7C717,3C677,14C674,11C585,15C605,6C670,10C567,1C773,END","24C784,11C699,17C808,9C631,20C641,2C708,28C669,12C589,27C725,1C1035,19C596,4C955,18C612,7C882,26C649,10C632,23C655,14C704,22C655,6C684,END","24C736,10C612,20C693,4C886,17C682,6C659,24C711,11C713,22C531,16C785,27C673,5C797,25C652,14C700,17C634,13C650,19C626,12C624,27C539,9C725,26C767,7C1042,20C625,12C1018,28C679,5C869,23C637,8C685,21C532,2C861,23C614,1C760,19C626,8C699,28C753,3C767,18C621,16C638,21C635,15C625,END","15C770,10C595,4C557,15C710,13C680,13X1207,11C736,5C550,1C624,5C535,11C582,12C613,9C669,3C644,2C631,2C672,12C611,7X967,16C713,8C636,12C730,14C756,7C647,14C938,4C625,8C719,6C681,10C724,6C889,7C607,9C744,14C839,9C942,6C677,5C617,3C598,16C642,13C935,3C695,1C593,END","20C1512,6C568,22C721,12C1404,26C1577,2C867,27C837,15C1124,28C726,14C776,25C683,5C801,18C540,9C712,19C686,1X1561,23C1562,4C697,17C787,11C1164,END","22C1087,15C625,18C728,13C1104,19C631,16C969,20C782,8C1137,25C806,12C872,25C635,10C822,20C679,1C731,26C830,3C1115,23C743,14C1282,17C728,9C826,21C858,3C530,18C576,7C598,27C765,11C668,24C786,5C599,19C770,4C990,22C733,2C821,23C593,5C792,26C689,15C771,28C740,6C877,27C703,13C1137,END",,,,,,,,,,,,,,,0,0,2.616,0,,,1,1,1,3,1,3,1,4,1,3,4,4,1,1,1,4,1,4,1,1,,,,,15,4,4,4,1,4,3,33,1,4,3,,7,2,,22,22,Over a year ago.,twice if you count today.,3,,,,3
148,2023-10-21 14:37:32,2023-10-21 14:50:09,0,100,757,1,2023-10-21 14:50:10,R_baw5fXjmeQXsfyV,anonymous,EN,2,6154c1748e0de2c3afdab62c,5,5,5,5,3,1,2,1,1,1,4,1,1,1,3,2,3,1,1,1,2,,,,,,,,"17C1183,23C746,24C907,21C658,18C758,26C804,21C714,28C795,27C632,19C677,27C727,22C584,20C669,20C593,24C719,26C743,22C615,25C707,23C693,18C590,END","10C1079,4C656,6C710,3C784,14C756,1C755,13C740,1C715,11C669,2C636,8C651,5C680,3C664,10X1243,9C1007,9C646,12C647,16C787,15C769,7C616,END","26C912,10C979,18C951,7C824,28C766,8C796,21C801,16C896,25C776,15C823,22C739,2C698,23C748,11C693,27C672,12C705,19C729,1C680,20C757,3C509,END","27C776,8C649,21C660,11C610,28C683,13C785,20C773,5C579,18C700,13C879,26C688,16C792,21C750,15C759,26C652,7C671,19C609,3C943,17C760,9C1080,20C639,12C797,23C762,3C689,22C705,10C699,25C668,4C855,23C739,2C715,27C699,8C646,28C769,14C711,22C705,6C769,19C802,1C807,24C780,15C737,END","7C847,2C701,2C582,12C635,7C705,10C881,6C771,3C666,11C758,9C659,11C600,13C655,5C735,16C1001,8C717,15C784,8C757,11C714,12C781,15C621,3C687,9C896,1C755,5C680,16C629,3C660,13C805,16C649,4C670,1C615,5C789,6C730,4C636,4C656,10C602,12C615,13C676,2C768,14C983,14C668,END","21C735,3C1148,24C715,16C653,28C704,14C1049,18C749,15C980,20C801,4C777,26C783,9C813,19C1161,7C887,27C1051,12C702,22C761,1C759,25C719,6C1103,END","27C775,11C673,21C614,6C656,17C708,13C1031,25C722,15C875,17C790,9C1188,28C922,13C1010,22C656,7C650,25C824,11C1323,24C715,8C886,28C744,1C952,18C766,14C645,20C767,12C1166,21C766,3C1085,26C783,16C959,18C750,6C900,24C695,3C911,27C816,10C661,20C713,2C673,19C653,5C720,23C648,4C786,END",,,,,,,,,,,,,,,0,0,2.609,0,4,4,1,1,1,1,1,4,1,1,1,3,2,3,1,1,1,3,4,4,5,5,22,5,4,4,,,,,,,4,35,1,3,3,,4,1,,22,22,Over a year ago,3,8,0,,,
149,2023-10-21 14:39:56,2023-10-21 14:50:20,0,100,624,1,2023-10-21 14:50:21,R_2zeCheEiPBY2hdL,anonymous,EN,2,631e235a33040da66ddf51a1,1,2,4,4,4,1,1,1,1,1,3,1,3,1,3,3,3,1,1,1,3,"21C1163,24C763,18C669,18C617,26C751,20C587,24C792,20C556,28C685,28C713,27C680,17C735,19C570,23C893,25C615,17C623,25C760,26C785,22C760,22C550,END","11C1043,3C801,5C684,2C594,12C579,1C727,16C692,12C620,13C604,8C692,14C743,4C661,15C660,6C681,13C723,8C661,6C806,7C677,9C1041,10C611,END","21C1125,6C724,25C767,12C565,20C735,8C623,19C751,7C591,28C680,1C631,27C734,9C765,26C774,10C628,22C722,2C534,17C896,16C585,24C766,14C572,END","21C823,3C1263,28C678,15C572,19C660,9C1146,17C662,12C739,17C922,16C958,20C721,1C1016,24C711,14C612,27C821,13C569,22C605,4C458,21C597,7C568,26C675,2C660,18C774,6C970,19C682,14C722,25C667,16C506,26C706,3C639,25C782,4C658,23C925,11C564,22C688,10C616,23C743,5C929,27C606,8C746,END","1C986,6C615,13C569,14C566,5C600,12C622,8C585,9C738,4C686,9C623,15C554,9C534,8C526,10C562,7C542,2C494,11C550,5C546,12C552,11C563,15C582,12C564,8C480,16C602,3C439,5C473,14C572,16C594,10C555,6C557,4C523,1C533,6X3088,7C815,14C566,3C658,13C604,2C660,13C523,3C530,END","20C954,4C1068,26C931,1C789,23C791,9C889,18C574,7C651,21C728,15C1011,28C793,6C1074,25C662,11C787,19C606,2C798,22C730,13C582,27C698,14C843,END","17C996,2C834,25C874,1C638,23C603,12C707,25C622,4C770,21C540,16C615,17C717,8C785,27C614,8C549,18C687,6C737,19C695,10C563,19C613,14C576,20C519,7C576,27C518,12C604,22C498,15C625,24C676,9C885,23C656,13C939,26C663,3C753,20C654,5C696,24C641,15C742,21C478,7C607,28C740,11C706,END",,,,,,,,,,,,,,,,,,,,,,0,0,2.616,0,,,1,3,3,1,1,2,2,1,1,3,1,2,2,1,1,1,1,4,1,1,,,,,11,7,7,7,1,4,2,37,1,5,3,,1,1,,21,,,,,,,,3
150,2023-10-21 14:40:53,2023-10-21 14:50:41,0,100,587,1,2023-10-21 14:50:42,R_28B2tpAZQHbG7di,anonymous,EN,2,609c6cc79875c8f0ba5d2242,4,3,3,5,4,1,1,1,1,1,4,1,3,1,3,3,3,1,1,1,3,,,,,,,,"17C1243,26C1142,21C792,20C796,23C899,19C990,21C765,17C783,26C847,18C810,22C824,19C644,23C766,25C866,28C749,28C617,27C781,18C1019,24C835,25C668,END","14C1523,4C721,1C769,11C901,2C867,4C643,7C791,3C713,6C710,14C700,8C825,15C852,8C667,13C818,9C877,11C969,12C800,10C789,5C682,16C758,END","19C1265,9C1042,21C777,16C848,22C833,13C1090,18C741,2C971,17C903,11C815,26C966,14C876,25C885,7C797,23C765,4C865,27C642,1C744,24C1105,6C1023,END","17C1498,5X2375,20C876,13C738,27C820,5C745,25C773,7C657,24C763,13C998,23C802,4C677,22C834,10C773,24C841,14C711,28C1009,15C764,17C1066,1C846,18C724,16C744,26C772,8C808,28C786,11C752,22C757,9C801,19C860,12C691,26X1346,3C845,19C755,6C1073,25C760,2C858,21C721,8C992,20C977,10C764,END","1C1497,3C809,11C861,8C938,2C704,10C862,15C791,9C867,2C756,12C752,14C852,6C862,2C751,10C753,16C829,13C1008,13C707,4C745,6C687,5C836,16C878,4C729,7X1336,15C921,7C829,10C903,5C820,5C708,11C833,1C1063,12C810,15C763,14C734,12C803,7C873,1C710,9C799,14C630,3C701,8C816,END","27C1624,15C772,24C750,3C1676,21C710,11C1351,17C961,10X1387,28C1071,6C1432,20C821,14X1983,26C1109,12C1111,22C1011,8C935,18C870,7C833,25C995,2C978,END","25C1101,11C1103,18C943,1C944,28C885,7C977,22C671,10C1142,20C840,10C1084,25C722,8C1138,22C1072,9C1243,21C1050,3C1256,20C894,12C1273,24C1012,13C1077,26C851,5X1222,24C804,16C1226,21C833,2C1324,23C1105,14C902,17C971,4C933,18C792,15C961,19C867,6C1296,23C881,3C936,27C1143,2C965,27C881,14C1047,END",,,,,,,,,,,,,,,0,0,2.52,0,,,1,1,1,1,1,4,1,1,1,3,3,4,1,1,1,1,4,4,4,4,25,4,4,4,,,,,1,1,4,62,1,6,2,,4,2,,21,,,,,,,2,
151,2023-10-21 14:39:15,2023-10-21 14:51:21,0,100,725,1,2023-10-21 14:51:22,R_3L76zaEnxJtmgyF,anonymous,EN,2,6462477ceb093758f41d42e9,5,2,2,2,1,2,1,1,2,2,3,1,3,1,3,4,4,3,1,2,3,"22C1252,26C731,19C825,23C861,24C837,21C775,25C676,25C640,22C709,18C754,27C656,17C682,26C702,17C696,28C793,28C705,21C657,24C697,18C572,20C631,END","16C1429,9C1100,4C720,16C798,5C737,3C899,5C743,7C648,13C756,14C658,6C723,11C685,2C839,15C703,8C752,12C719,1C630,11C768,4C639,10C784,END","22C1402,11C1299,19C1263,4C1532,23C992,14C1617,24C862,15C943,27C797,8C841,20C777,13C1339,26C856,5C720,17C795,12C1087,28C811,1C1229,18C767,3C1311,END","24C791,2C753,22C756,4C770,26C746,14C756,21C734,9C888,25C931,7C887,28C771,8C1288,19C666,6C667,20C628,4X1942,21C893,10C708,18C940,5X2032,24C996,12C751,23C836,3C822,20C669,15C722,26C786,13C772,19C671,14C782,17C948,12C805,23C824,2C856,22C649,16C811,27C807,1C1014,25C788,11C1347,END","3C2045,2C1305,3C795,14C620,4C718,8C944,5C756,14C731,13X1279,9C856,15C737,15C677,10C721,7C853,16C898,9C1095,3C825,16C844,12C989,9C728,5C825,2C1025,13C1019,1C911,14C1236,11C830,6C814,4C704,11C747,15C713,12C735,4C715,8C960,10C712,1C923,7C1309,6C842,1C736,5C693,13X1603,END","22C921,11C788,23C902,13C890,17C758,12C737,21C693,1C761,18C747,7C1328,20C829,2C1092,25C835,5C749,26C797,8C735,24C834,9C925,27C751,14C1391,END","24C971,5C751,23C727,11C696,17C740,10C909,26C794,2C1142,24C725,4C666,19C795,14C689,21C694,8C1254,18C844,9C950,27C748,16C773,26C926,15C1392,20C759,1C936,17C920,4C872,28C923,3C1323,25C743,7C1109,25C734,12C885,21C635,6C863,28C752,5C785,22C759,13C705,20C711,12C661,22C737,13C658,END",,,,,,,,,,,,,,,,,,,,,,0,0,2.609,0,,,2,3,3,2,1,3,1,3,2,2,4,3,3,1,2,2,2,2,2,2,4,3,2,1,,,,,1,3,1,56,1,3,1,,4,2,,21,,,,,,,2,
152,2023-10-21 14:36:46,2023-10-21 14:51:22,0,100,876,1,2023-10-21 14:51:22,R_1OVnOQOy8duylMA,anonymous,EN,2,6132cc931d18eb3ce734accf,2,2,2,2,1,3,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,"27C1309,21C1085,21C929,20X5443,27C1277,26C1257,26C690,25C805,19C1029,17C1039,28C1104,18C886,23C858,23C679,20C895,17C1040,24C878,28C962,22C821,19C651,END","8C2477,7C1346,14C1411,12C811,10C977,16C815,3C915,4C757,13C1125,5C1263,1C942,15C977,7C949,16C988,14C927,6C984,8C970,11C908,2C1652,9C1272,END","28C2387,7C1549,21C1051,16C1102,17C1091,8C1203,25C1060,10C1313,26C1129,1X1872,24C1057,15X1879,23C1820,14C1277,22C931,4C1522,18C824,9C1640,19C1016,2C1344,END","18C1364,6C956,26C808,11C906,23C811,12C1328,22C876,3C1129,18C883,7C1046,21C799,8C793,25C934,1C1401,19C940,14C1233,24C893,10C905,25C884,6C935,23C896,15X1508,20C864,13C1687,17C1318,9C1288,17C798,11C1239,19C911,5C1039,27C800,7C1141,20C1010,16C934,28C841,2C905,28C908,4C1266,24C823,15C1043,END","12C1388,4C1284,1C936,4C748,7C1237,1C772,11C810,12C1001,6C808,5C1025,7C1814,11C1158,10C918,4C974,14C1547,8C1139,6C1338,15C977,9C853,9C988,15C911,3C812,13C1137,5C824,13C1041,10X1245,16C1142,16C686,10C943,16C825,5C810,12C824,2C1070,8C925,8C662,3C1003,6C741,14C798,2C866,15C994,END","25C848,11C1670,18C733,2C951,24C868,7C884,23C700,5C987,26C821,12C1199,22C797,3C931,19C959,1C1228,21C812,9C1314,20C1106,14C1487,27C781,16X2272,END","25C865,6C1575,21C785,12C937,18C753,5C948,28C799,4C741,20C776,8C972,25C781,7C721,27C661,5C977,19C956,13C990,27C799,15C865,26C832,10X1633,20C759,14C1157,24C817,6X1423,22C850,9C811,17C1138,3C983,26C866,1C1039,24C819,10C1070,19C757,9C737,22C719,11C831,21C841,2C776,23C814,16C764,END",,,,,,,,,,,,,,,,,,,,,,0,0,2.608,0,4,4,2,2,2,3,3,3,3,3,2,3,3,4,2,3,3,3,5,6,5,1,,,,,26,4,4,4,,,2,57,1,5,1,,7,1,,21,,,,,,1,,
153,2023-10-21 14:38:55,2023-10-21 14:51:31,0,100,755,1,2023-10-21 14:51:32,R_3nTb4ZfHYXszKsp,anonymous,EN,2,5dde8fba82f458000c8c7c75,2,3,5,5,4,4,3,2,2,2,3,4,3,1,1,4,1,4,3,1,1,,,,,,,,,,,,,,,"28C1357,27C640,18C670,24C798,20C772,17X1522,22C777,23C732,25C756,19X2941,25C897,20C689,22C657,21C607,18C584,21C716,26C889,23C797,27C643,26C697,END","6C1601,16C762,10C977,4C641,8C678,12C769,12C660,3C735,11X1247,14C837,8C775,7C742,13C851,1C995,14C939,15C716,2C902,5C683,9C824,2C926,END","23C1158,4C1941,26C988,5C1906,27C1060,12C1049,24C900,8C1010,22C668,3C1890,25C959,11C886,18C926,14C964,21C1083,7C1900,19C972,13C967,20C937,10C1077,END","25C916,6X1332,18C707,15C853,20C704,2C851,26C786,10C763,23C763,9C858,19C738,1X1336,27X1656,2C993,28X1135,4C1303,25C1016,3C917,22C637,11C863,23X1877,12C1726,21C806,16C1179,28X1499,14C996,20C935,6C1452,17C926,5C1131,21C777,13C909,24X1873,8C1047,26C819,7C1351,22C926,11C1019,17C945,13C898,END","16X2366,15C1029,6C909,9C1315,1C975,12C1430,3C933,10C733,12C745,13C687,2C858,8X1276,7C871,11C827,13C794,2C937,4C1451,10C955,15C1020,11C905,6C886,9C1175,5C1088,8C987,4C827,1C761,1C797,16C863,16C758,4X1517,14C1429,5C934,14C932,15C992,3C849,5C745,8C1107,10C896,13C1194,7C911,END","26C935,12C2405,28C829,13C884,27C841,8C883,18C765,1C1165,24C802,11C809,19C835,3C1053,22C746,16C869,20C772,9C833,21C661,6C809,25C900,4C893,END","22C970,12C759,23C938,14X1544,27C1676,16C863,18C634,6C895,21C817,8X1281,25C1949,11X1061,26C1073,4C1067,18C743,5C1445,22C790,14C1314,17C725,7C1017,26C774,1C730,28X1107,13X1423,24C949,10C1378,28C859,11C1017,20C832,2C792,25C801,3C714,19C754,9C1103,20C1099,8X1876,24C953,15C964,21C868,1C1179,END",,,,,,,,0,0,2.516,0,4,4,3,2,1,1,1,3,3,4,1,1,4,1,3,2,1,1,7,7,6,6,47,6,5,6,,,,,,,4,42,1,4,2,,0,1,,21,,,,,0,,,
154,2023-10-21 14:37:12,2023-10-21 14:51:37,0,100,865,1,2023-10-21 14:51:38,R_1Lo5noPTcW7QqsF,anonymous,EN,2,652408b110c19343a504c45a,2,4,2,4,4,2,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,"21C3543,22C2210,17C1958,25C1522,25C1387,27C1125,20C1051,24X3676,27C1045,18C1257,28C1566,23C1052,21C1060,17C1058,19C2470,20C1091,26C965,23C1012,19C957,26C1035,END","7C8719,3C1555,4C941,6C1053,12C1180,1C939,13C1140,9C1155,5C1021,8C1164,10C1149,16C987,7C902,15C1419,2C1133,11C1147,15C1170,6C1261,14C1094,16C1211,END","19C2720,7C1629,24C2293,9C2548,18C1077,6C1053,22C1099,12C1020,28C1156,10C1228,17C1194,8C1038,27C1068,2C1083,23C996,14C1462,21C1093,4C946,25C1046,11C2051,END","22C1665,1C1141,18C1163,15C1260,17C1492,14C1362,24C1062,8C1602,22C1060,7C1452,27C1035,10C1539,24C1141,16C1454,26C1108,13C1002,23C1333,9C1379,28C1068,12C2155,21C3105,5C1040,19C940,5C1844,20C996,6C1077,25C1094,4C1140,17C956,3C1292,26C981,14C1292,20C1163,11C1051,28C996,2C1059,21C884,10C1099,27C954,2C1076,END","10X4847,1C1620,3C2285,9C1028,12C2132,6C1005,16C1787,11C1147,2C970,9C1331,7C1579,7C1765,8C988,3C867,4C781,5C898,12C1154,13C1020,10C2059,13C1221,11C997,11C1090,5C987,4C1028,15C1219,7C1388,6C1205,16C1437,14C1132,3C1044,2C1900,13C2323,15C1148,4C1230,2C2565,8C1081,1C836,9C946,14C988,16C1099,END","25C4367,8C1747,24C1397,10C3251,20C1848,4C2109,19C1205,11C1939,27C1836,15C1811,21C1348,12C1651,26C1949,14C1819,22C1283,3C1869,18C1701,1C1835,23C1540,5C2148,END","26C4478,10X2636,19C2894,10C1715,19C1325,16C1700,25C1907,13C1587,24C1402,14C1628,17C1244,6C1893,18C2324,5C1611,21C1219,2C1269,21C1242,13C1548,20C1308,1C1772,22C1725,12C2236,27C1293,8C1587,25C1740,11X3444,28C2684,7C1933,23C2508,3C1475,17C1357,4C1516,28C1997,4C1427,26C1347,15C1675,23C1828,5C1301,22C1213,9C1827,END",0,0,2.508,0,,,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,3,,3,,,,,6,4,4,4,1,4,4,66,1,5,2,,2,1,,21,,,,,,,,3
