StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prolificID,SE1,public_CSE1,private_CSE1,BMIS_sad_1,BMIS_shame_1,BMIS_guilt_1,BMIS_tired_1,BMIS_nervous_1,BMIS_calm_1,BMIS_fedup_1,BMIS_loving_1,BMIS_angry_1,BMIS_lively_1,BMIS_caring_1,BMIS_content_1,BMIS_gloomy_1,BMIS_jittery_1,BMIS_drowsy_1,BMIS_happy_1,BMIS_outraged_1,BMIS_empathetic_18,attentioncheck_nogap,article_feel,article_sentiment,article_tone,BMIS_sad_2,BMIS_shame_2,BMIS_guilt_2,BMIS_tired_2,BMIS_nervous_2,BMIS_calm_2,BMIS_fedup_2,BMIS_loving_2,BMIS_angry_2,BMIS_lively_2,BMIS_caring_2,BMIS_content_2,BMIS_gloomy_2,BMIS_jittery_2,BMIS_drowsy_2,BMIS_happy_2,BMIS_outraged_2,BMIS_empathetic_2,SE_2,public_CSE2,private_CSE1,credibility,objective,valid,useful,attentioncheck_gap,control_summary,age,race,education,polit_affil,polit_affil_4_TEXT,polit_affil_cont_1,gender,gender_4_TEXT,iat_prev,iat_racial,iat_racial_time,iat_racial_quant,recent_results,control,nogap,gap
2024-01-12 14:57:12,2024-01-12 15:01:05,0,100,232,1,2024-01-12 15:01:06,R_3PRXoccoVzef1Ba,anonymous,EN,2,62c9c0f4d7ea4a24b86d445d@email.prolific.com,3,3,1,2,2,2,3,2,3,2,3,2,3,3,3,3,2,2,3,2,3,,2,14,2,2,2,2,3,2,3,2,3,2,3,3,3,3,2,3,3,2,3,3,3,1,4,4,4,4,,Wage discrepancies are present all over the country. Usually places with a higher cost of living have higher wages.,27,1,3,2,,3,1,,21,,,,,0,,
2024-01-12 15:01:02,2024-01-12 15:01:09,8,100,7,1,2024-01-12 15:01:10,R_7rIWiOPVBmvOZZG,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-12 14:57:42,2024-01-12 15:01:29,0,100,227,1,2024-01-12 15:01:30,R_3jrMJspMCVniy0N,anonymous,EN,2,5dc6e8472865554f0289bb6d,4,2,1,3,1,1,2,2,3,1,2,1,4,3,3,1,3,1,3,1,3,education makes incomes more equal in those 65+,3,16,4,1,1,1,1,1,3,1,2,1,4,3,3,1,3,1,3,1,1,4,2,1,2,2,2,1,,,32,1,3,3,,4,2,,21,,,,,,1,
2024-01-12 14:52:47,2024-01-12 15:01:33,0,100,526,1,2024-01-12 15:01:34,R_5fv76L3DxDogHo0,anonymous,EN,2,5dd6ae17dba63462f1ff9c65,4,5,1,1,1,1,3,1,3,4,3,2,3,3,3,1,1,3,3,3,3,Studies of 65 and older black and white adults whether college or lower eduacations are very similar in income. The study shows that trends are improving in this area.,5,17,5,1,1,1,1,1,3,1,3,1,3,3,3,1,1,1,4,1,3,4,5,1,6,6,6,7,,,57,1,2,1,,7,1,,22,21,,,,,1,
2024-01-12 14:57:33,2024-01-12 15:01:46,0,100,252,1,2024-01-12 15:01:46,R_5VPkrxdppePqdEZ,anonymous,EN,2,5d0e2c03c04e1e001a54089f,4,3,1,1,1,1,3,1,4,1,3,1,2,3,3,1,1,3,3,1,2,,3,16,3,1,1,1,3,1,4,1,3,1,2,3,4,1,1,3,3,1,2,4,3,1,6,6,6,7,,Larger areas tend to grow more economically and have higher incomes despite higher cost of living. The government helps with building infrastructure and programs in smaller areas.,33,1,6,2,,2,1,,21,,,,,0,,
2024-01-12 14:59:27,2024-01-12 15:02:24,0,100,177,1,2024-01-12 15:02:25,R_5DpvRzmbu5EeiES,anonymous,EN,2,5ef98087540ce971a8fb4280,1,1,2,3,2,3,4,4,1,4,1,4,1,3,1,4,2,4,1,3,3,,2,15,2,4,3,3,4,4,1,4,1,4,1,3,1,4,3,4,1,4,3,1,1,2,4,3,4,4,The foundation is trying to change the economic gap between white and black workers.,,33,1,2,2,,1,2,,21,,,,,,,2
2024-01-12 14:57:12,2024-01-12 15:02:30,0,100,317,1,2024-01-12 15:02:30,R_5DO83R1VSpOhmqM,anonymous,EN,2,5e8fb6ba9b5ff02b5150ab10,3,2,1,1,1,1,2,1,4,2,3,1,3,3,4,2,2,2,3,1,3,Black and white people aged 65 and older have a similar median income. Those of them who didn't get any higher education have a significantly smaller median income.,3,15,3,2,1,1,2,1,4,2,2,1,3,3,3,2,2,2,3,1,3,3,2,1,4,5,4,3,,,25,1,6,3,,4,1,,21,,,,,,1,
2024-01-12 14:58:59,2024-01-12 15:02:38,0,100,219,1,2024-01-12 15:02:39,R_5LZ1t2PdXg6f1NN,anonymous,EN,2,63e54fcecdb4c6a676593d42,4,4,1,2,2,1,3,2,4,2,3,1,2,2,3,1,1,1,3,1,2,,2,14,2,2,1,1,1,2,3,1,2,1,2,1,3,1,1,1,2,2,2,4,4,1,6,6,6,5,"Due to repercussions of the fair housing act and devaluation of black neighborhoods, black people generally have a lower net worth than white people.",,29,1,5,2,,2,1,,21,,,,,,,2
2024-01-12 14:59:17,2024-01-12 15:02:51,0,100,213,1,2024-01-12 15:02:51,R_69sRKp62KqLEEoK,anonymous,EN,2,5f38e87099a44d40b79e5009,1,1,3,3,2,1,4,3,2,1,2,1,1,2,1,3,1,4,2,1,3,,3,15,3,1,2,2,4,3,3,1,2,1,1,3,2,2,1,3,2,1,3,1,2,3,5,5,5,3,,"Economic inequality exists throughout the United States, with some regions higher than others. However, some inequality is leveled off or reduced thanks to social welfare programs.",37,1,5,2,,1,1,,21,,,,,0,,
2024-01-12 14:58:53,2024-01-12 15:02:59,0,100,246,1,2024-01-12 15:03:00,R_72VLqPr69gPB4DL,anonymous,EN,2,629e1394bd15f744d5933cee,4,5,1,1,1,1,2,1,4,1,3,1,3,3,3,1,1,1,4,1,3,,4,15,3,1,1,1,2,1,3,1,3,1,4,3,3,1,1,1,4,1,3,4,4,1,5,5,5,6,,"Average income the US varies wildly depending on where you live and the challenges associated with cost of living do as well. While it is difficult to move to a nicer area, the US govt has program in place to rebuild and renew existing areas.",32,1,5,2,,1,1,,21,,,,,0,,
2024-01-12 14:58:21,2024-01-12 15:03:03,0,100,282,1,2024-01-12 15:03:04,R_5oNtCGzZ66hFSnf,anonymous,EN,2,60919c8f1b024991374cfb2d,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,3,There are studies that show that black adults make less than white. They looked at income of they had if they went to school or not. ,2,15,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,3,1,2,2,6,6,6,6,,,25,1,4,2,,0,2,,21,,,,,,1,
2024-01-12 14:58:35,2024-01-12 15:03:07,0,100,272,1,2024-01-12 15:03:07,R_3JsfnZti4j7OYit,anonymous,EN,2,5ef42ba59401801d9f859e2d,1,2,1,3,2,2,3,2,3,3,3,2,2,3,2,3,2,2,2,2,2,Incomes between white and blacks are close,3,16,3,3,2,2,3,2,3,3,2,2,2,3,3,3,2,2,2,2,2,1,2,1,5,5,5,5,,,40,1,2,3,,4,1,,21,,,,,,1,
2024-01-12 15:00:05,2024-01-12 15:03:24,0,100,199,1,2024-01-12 15:03:24,R_74tPG49fxhUAWzr,anonymous,EN,2,5ee00ba7431cdf357dca02ab,2,3,1,1,1,1,3,1,3,1,1,1,2,1,2,1,1,1,2,1,1,,2,14,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,5,4,black Americans have less wealth than white Americans ,,46,1,5,3,,4,1,,21,,,,,,,2
2024-01-12 14:57:40,2024-01-12 15:03:26,0,100,345,1,2024-01-12 15:03:26,R_3D7SpFsGzZSIQjk,anonymous,EN,2,5d2df745da13f60018d14b64,3,3,2,1,1,2,3,2,3,1,3,1,3,3,3,1,1,3,3,1,3,,1,15,2,1,2,2,3,2,3,2,3,2,2,3,3,2,1,3,3,2,3,3,2,2,6,6,7,7,"Based on similar educational backgrounds, whites tend to significantly outpace blacks in terms of both savings and home equity.",,41,1,3,3,,3,1,,21,,,,,,,2
2024-01-12 14:58:05,2024-01-12 15:03:33,0,100,328,1,2024-01-12 15:03:36,R_1thB8psHnlQ7BGl,anonymous,EN,2,62a0e45a42fe6bdc52816cba,2,2,4,3,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,1,3,,1,13,2,3,3,3,2,2,1,3,2,2,2,2,1,2,1,2,1,2,4,2,2,4,6,5,6,5,The now outlawed redlining caused housing inequality between blacks and whites. It's still causing inequality today going by statistics.,,43,1,3,3,,3,1,,21,,,,,,,2
2024-01-12 14:57:15,2024-01-12 15:03:53,0,100,397,1,2024-01-12 15:03:53,R_1c2dOBnNY2noH82,anonymous,EN,2,6068ed51ec587282cd341998,4,5,1,2,1,1,4,1,2,3,4,1,2,3,2,3,1,1,3,1,3,There's a notable impact on salaries for blacks and whites over 65 with an education. Their salaries tend to be equal when education is involved.,5,17,5,2,2,1,3,1,3,1,3,1,3,3,3,1,1,1,3,1,3,4,5,1,6,5,6,6,,,34,1,5,1,,5,1,,21,,,,,,1,
2024-01-12 14:59:28,2024-01-12 15:03:54,0,100,265,1,2024-01-12 15:03:54,R_1Dw0w4J5mAmC9rM,anonymous,EN,2,5685850c333cbd000d4e042f,2,3,1,2,1,1,3,2,2,1,1,1,2,2,2,3,,2,1,1,1,Economic inequality has been reducing between black and white people.,4,17,5,2,1,1,2,2,2,1,1,1,1,2,2,3,2,2,2,1,1,2,3,1,3,2,3,4,,,29,1,2,3,,3,1,,21,,,,,,1,
2024-01-12 14:57:44,2024-01-12 15:03:56,0,100,372,1,2024-01-12 15:03:57,R_3QPrMfw1cqVAQER,anonymous,EN,2,64cf9d38c6677895238e9ef5,4,4,2,1,1,1,1,1,3,1,3,1,3,3,3,1,1,1,3,1,3,,3,15,3,1,1,1,1,1,3,1,3,1,3,3,3,1,1,1,3,1,3,4,4,2,6,6,6,6,,"It was about inequality between regions. Wealthy urban areas have grown rapidly in terms of economics, which smaller towns have been left behind. The government tries to help with targeted economic investments outside of the wealthy cities. ",40,1,6,3,,3,1,,21,,,,,0,,
2024-01-12 14:59:22,2024-01-12 15:04:13,0,100,290,1,2024-01-12 15:04:14,R_6CjX3LD0bqzVRAd,anonymous,EN,2,63b753401eb907a465852f01,4,5,1,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,3,2,2,That blacks and whites generally make a similar salary when they start out their careers.,3,15,3,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,3,2,2,4,5,1,4,4,,4,,,38,1,5,1,,5,1,,21,,,,,,1,
2024-01-12 14:56:03,2024-01-12 15:04:14,0,100,491,1,2024-01-12 15:04:14,R_56ao5mIKme1pcdE,anonymous,EN,2,564b5db96b914e000ffd701f,3,4,1,2,2,2,3,2,4,2,3,2,3,4,4,2,2,3,3,2,3,,4,16,3,2,2,2,3,2,3,2,4,2,3,4,4,2,2,3,3,2,3,3,3,1,4,4,4,4,,Income inequality has eased up a little bit since 2021. Studies show that most of the wealth is in metropolitan cities versus rural areas. ,61,1,4,3,,3,2,,21,,,,,0,,
2024-01-12 15:00:06,2024-01-12 15:04:27,0,100,260,1,2024-01-12 15:04:27,R_7wK0KljlZZN98Pv,anonymous,EN,2,63fbe246ebac23314dda213f,4,2,1,1,1,1,3,1,2,1,1,1,2,2,2,2,1,2,2,1,2,,1,14,1,3,1,1,3,1,1,2,1,1,1,3,1,2,1,2,1,2,3,3,1,1,6,6,6,6,Discriminatory lending practices of years past (redlining) has contributed to a wealth gap in older Black and White Americans.,,30,1,5,3,,5,2,,21,,,,,,,2
2024-01-12 14:57:26,2024-01-12 15:04:39,0,100,433,1,2024-01-12 15:04:40,R_36oCeFwAc96t40p,anonymous,EN,2,5d5b67ab9ad5a300181398dc,2,2,3,3,2,3,4,4,1,4,2,3,2,2,2,4,4,1,1,3,2,,1,14,2,4,3,2,3,3,1,3,2,3,1,2,1,4,4,1,1,4,3,1,1,3,6,5,6,6,There is a great gap between the financial success of White people and BLack people thanks to historical and present prejudice,,38,1,4,2,,0,1,,22,22,a year or so,3,2,,,2
2024-01-12 14:53:17,2024-01-12 15:04:44,0,100,686,1,2024-01-12 15:04:44,R_6Y3zNkANH5RgJ1v,anonymous,EN,2,5a9cc3cb1eda4100013675d0,3,4,1,3,1,1,3,1,4,2,4,1,4,4,4,2,1,1,3,1,4,"The article was about income equality of black and white people aged 65 and older, differentiating between races and education. It concludes that no matter the race the income equality is better for everyone with more education.  ",4,16,3,3,1,1,3,1,3,1,4,1,4,4,4,1,1,1,3,1,4,3,3,1,5,5,5,6,,,42,1,2,2,,2,2,,21,,,,,,1,
2024-01-12 14:59:45,2024-01-12 15:05:01,0,100,316,1,2024-01-12 15:05:02,R_3mjWiEQ1WNtJq0N,anonymous,EN,2,5e0ff44218e8696f9f198d4a,4,3,2,2,1,1,3,2,4,2,2,2,2,2,3,2,2,3,2,1,2,"Studies show that when Blacks and Whites receive a similar education, the difference in their financial situations is narrower than it has been in the past. This is evidence that efforts to ensure minorities get equal access to educational opportunities could further close the gap in income differences.",4,16,4,2,1,1,3,2,4,2,2,2,2,2,3,2,2,3,2,1,2,4,3,2,6,4,5,5,,,57,1,5,3,,4,2,,21,,,,,,1,
2024-01-12 14:59:45,2024-01-12 15:05:04,0,100,318,1,2024-01-12 15:05:05,R_7FRp0WnGQgQ3SS6,anonymous,EN,2,6294bdac3f1ed08e968e53bf,2,3,1,1,1,1,3,1,3,1,1,1,1,1,2,1,1,1,1,1,1,,3,15,1,1,1,1,3,1,3,1,1,1,1,1,2,1,1,1,1,1,1,2,3,1,1,1,1,1,,There is a greart deal if income in euqlkirty.,39,1,5,5,,4,1,,21,,,,,0,,
2024-01-12 14:59:30,2024-01-12 15:05:16,0,100,346,1,2024-01-12 15:05:17,R_7lSIrM6505NxHjm,anonymous,EN,2,632100c39d4c93aa71d32feb,1,2,2,2,2,2,2,2,4,1,3,2,3,3,2,2,2,2,3,1,4,The income gap between blacks and whites over 65 years old with an education is narrowing. On the flip side the income gap betweens blacks and whites without a high school education is not narrowing.,3,16,3,2,2,2,2,2,3,1,3,1,3,3,2,2,2,2,2,1,3,1,2,2,2,4,3,1,,,41,1,4,2,,1,1,,21,,,,,,1,
2024-01-12 15:00:19,2024-01-12 15:05:26,0,100,307,1,2024-01-12 15:05:27,R_5GRPoLbDWkyeArT,anonymous,EN,2,640f88e93bb7201ae82c1c5a,4,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,,2,13,1,3,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,4,5,5,5,"Overal, white americans are more wealthy than plack americans based on findings in a KFF study. This is mainly due to home equity. ",,24,1,6,2,,2,1,,21,,,,,,,2
2024-01-12 14:58:55,2024-01-12 15:05:29,0,100,393,1,2024-01-12 15:05:29,R_6fvCEKRcL5vXx7j,anonymous,EN,2,60f4a96fa040aaa9bac2fb0b,3,1,2,1,1,1,4,3,3,1,1,1,1,1,3,1,1,4,3,1,1,,3,15,1,1,1,1,4,3,3,1,1,1,1,1,3,1,1,3,3,1,1,3,2,2,7,7,7,7,The racial wealth gap can be seen in savings and home equity in groups of older black and white people. It is the most salient when looking at blacks and whites with low educational attainment levels. ,,39,1,5,2,,2,2,,21,,,,,,,2
2024-01-12 14:59:24,2024-01-12 15:05:31,0,100,366,1,2024-01-12 15:05:31,R_7rITPz0OqYM0zyg,anonymous,EN,2,5c94fd48c97725001643db15,3,3,1,1,1,1,3,1,4,1,3,1,2,3,3,1,1,2,3,1,3,,2,15,3,1,1,1,3,1,3,1,3,1,2,3,3,1,1,1,3,1,3,3,1,1,4,4,4,4,,Larger cities have higher yearly income averages even after taking into account higher costs of living. Areas with lower yearly income tend to fall behind. ,26,1,5,3,,1,2,,21,,,,,0,,
2024-01-12 14:57:51,2024-01-12 15:05:42,0,100,471,1,2024-01-12 15:05:43,R_7fxGHwabwx3WoRc,anonymous,EN,2,62faba5f904642df812944fa,4,3,1,1,1,1,3,1,3,1,3,1,3,3,3,1,1,1,3,1,3,,2,13,2,3,1,1,2,1,3,1,3,1,3,3,3,1,1,1,1,1,3,4,3,1,5,4,4,5,The financial disparity between whites and blacks is evident.,,68,1,2,2,,3,2,,21,,,,,,,2
2024-01-12 15:00:02,2024-01-12 15:05:45,0,100,342,1,2024-01-12 15:05:45,R_31bU0lP2TwfRPgc,anonymous,EN,2,5d1c006ac2696c0019647572,4,4,1,1,1,1,2,2,4,2,3,2,3,3,3,2,2,2,3,2,2,,2,15,2,,2,2,2,2,3,2,3,3,3,3,3,3,2,2,2,2,3,3,3,1,6,5,5,4,,the sad part is low income families so will mostly stay low income  and do not have the opportunities the wealthy have.       The wealthy will still be wealthy whatever the economy,59,1,4,2,,4,2,,21,,,,,0,,
2024-01-12 14:57:40,2024-01-12 15:06:03,0,100,502,1,2024-01-12 15:06:05,R_5fe3QBrCOQSVFQ4,anonymous,EN,2,60463896f9a82809f6eda231,5,4,1,1,1,1,1,1,4,1,4,1,4,4,4,1,1,1,4,1,3,,3,16,3,1,1,1,1,1,4,1,4,1,4,4,4,1,1,1,4,1,3,5,4,1,6,6,7,7,,"The article was about income inequality and how it is linked to where people live. People who are living in rural areas are lagging behind; however, the government is working to invest in these areas with Tech Hubs.",46,1,4,2,,1,1,,21,,,,,0,,
2024-01-12 14:54:56,2024-01-12 15:06:06,0,100,669,1,2024-01-12 15:06:06,R_5CeTaZ1mVOsKUFt,anonymous,EN,2,6583edbd855776cf6699eed1,2,2,1,2,2,3,2,1,4,1,3,1,1,3,3,1,1,1,2,1,3,"On average, after research, Black Americans face a lower income aspects at a higher age in comparison to other racial demographics. They statistically will not make as much money as white Americans. ",2,15,2,1,3,3,1,1,4,1,2,1,1,2,1,1,1,1,1,1,3,2,1,1,3,4,5,5,,,21,1,5,2,,3,2,,21,,,,,,1,
2024-01-12 15:00:53,2024-01-12 15:06:11,0,100,318,1,2024-01-12 15:06:11,R_5D2gZ1i3LHb9Db8,anonymous,EN,2,546f8a9cfdf99b4a593414ea,5,4,1,1,1,1,2,1,4,1,3,1,3,3,4,1,1,1,3,1,2,,3,13,2,1,1,1,2,1,4,1,3,1,3,3,4,1,1,1,3,1,2,5,4,1,4,1,3,3,White people bad. It is not black peoples fault they have no savings or equity in their homes.,,54,1,5,3,,5,1,,22,22,6 months? ,dozen or so,4,,,2
2024-01-12 14:59:19,2024-01-12 15:06:29,0,100,429,1,2024-01-12 15:06:30,R_6wTeVCctjW6Iba6,anonymous,EN,2,5dd56a2ed6907251e83c7d70,2,2,2,4,3,3,4,4,2,2,2,2,2,3,1,4,3,3,2,3,3,It indicates that improving access to education may lower income disparity between white and black Americans.,3,16,4,4,3,3,4,4,2,2,3,2,2,3,2,4,3,3,2,2,3,2,2,4,3,5,3,3,,,60,1,3,3,,3,1,,21,,,,,,1,
2024-01-12 14:57:47,2024-01-12 15:06:30,0,100,523,1,2024-01-12 15:06:31,R_39rZCryRRPyOueJ,anonymous,EN,2,64e275237a4db6f6038b40f4,2,2,2,2,2,2,3,2,3,2,3,2,2,3,3,2,2,3,3,1,3,,3,15,2,3,2,2,3,2,3,2,3,3,2,3,3,3,2,3,3,2,3,2,2,2,3,4,3,2,,The article discussed income inequality per capita among larger urban areas in the US and more rural areas. The article claims that the difference is owing more to urban areas growing economically than rural areas falling behind.,48,1,6,3,,3,2,,21,,,,,0,,
2024-01-12 14:59:11,2024-01-12 15:06:35,0,100,444,1,2024-01-12 15:06:36,R_52s17sVyFwB0wuJ,anonymous,EN,2,56f2a5e0ed0cf6000691320b,5,5,1,1,1,1,2,1,3,1,3,1,2,4,4,1,1,2,3,1,4,Equal education for blacks and whites results in financial equality among adults aged 65 or older.,4,17,5,1,1,1,2,1,3,1,4,1,1,4,4,1,1,1,4,1,4,5,5,1,2,5,4,4,,,74,1,6,1,,6,2,,21,,,,,,1,
2024-01-12 14:56:59,2024-01-12 15:06:48,0,100,589,1,2024-01-12 15:06:49,R_3BOlFW76bABzbIR,anonymous,EN,2,654a7dc3947d7596cfb8efb6,5,4,1,1,1,1,2,1,4,1,4,1,3,4,3,1,1,1,4,1,4,Education plays a crucial role in bridging the financial gap between blacks and whites. The more education opportunities that are available in the future the closer we can come to financial equality. ,5,16,4,1,1,1,1,1,4,1,4,1,3,4,4,1,1,1,4,1,4,4,4,1,6,5,6,6,,,45,1,2,5,,3,1,,21,,,,,,1,
2024-01-12 14:56:39,2024-01-12 15:06:53,0,100,614,1,2024-01-12 15:06:54,R_5r7lQZXW1RBdbQR,anonymous,EN,2,655449e2ae9ae69ad8acec47,4,2,1,1,2,2,3,2,3,2,3,2,3,3,3,2,3,2,3,2,3,"Older college educated people of black and white ethnicity have approximately the same high income between 57K and 62K.  However those over 65 without a college education differ in income, with whites making around 18K and blacks making 16K.  Access to a good education ensures the same opportunity to make a higher income whether you're black or white.",2,15,2,3,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2,3,4,4,2,1,5,6,5,3,,,49,1,3,2,,1,2,,21,,,,,,1,
2024-01-12 15:00:05,2024-01-12 15:07:09,0,100,424,1,2024-01-12 15:07:10,R_668DY8rcWfL2Yxw,anonymous,EN,2,5bdbce5593c9ba0001ef52a0,1,2,1,2,2,2,4,3,3,2,1,2,2,2,2,3,1,4,2,1,2,,3,15,2,3,3,2,4,2,3,2,1,2,1,2,2,3,1,4,1,2,2,1,2,1,4,5,4,2,,"Average income variance across the United States is largely based on expensive, higher income areas growing faster than lower income or rural areas.",28,1,3,3,,4,1,,21,,,,,0,,
2024-01-12 15:00:46,2024-01-12 15:07:13,0,100,386,1,2024-01-12 15:07:14,R_3v2F0XeyAEhCe3v,anonymous,EN,2,6111556d27f136bb7db6667d,1,4,1,3,3,3,3,3,2,1,2,1,2,3,2,4,3,3,2,1,3,,2,14,2,4,3,3,3,3,2,3,2,3,1,3,1,4,4,3,1,3,3,1,2,2,6,6,7,5,,"There is an economic divide based on geographic location with those being in cities being wealthier, even after considering higher costs of living. ",25,1,5,1,,6,2,,21,,,,,0,,
2024-01-12 15:00:33,2024-01-12 15:07:43,0,100,429,1,2024-01-12 15:07:43,R_3k4gvqKnkHRgn97,anonymous,EN,2,616567af93f2b71b50c3ff85,5,5,1,1,1,1,4,2,3,1,3,1,2,4,4,1,3,3,4,1,4,,2,14,2,3,1,1,4,3,2,1,3,3,2,4,2,2,4,4,2,2,4,5,5,1,7,7,7,7,Older white people have had more time to build home equity. Past discrimination prevented many black families from buying homes in nice areas.,,45,1,6,2,,3,1,,21,,,,,,,2
2024-01-12 14:59:36,2024-01-12 15:07:53,0,100,497,1,2024-01-12 15:07:54,R_7GCxUnFYW3TjwJ7,anonymous,EN,2,5ddbd6e518beb6b1e1de0326,3,4,1,3,1,1,3,1,4,2,3,1,3,4,4,2,1,3,3,1,3,,4,15,3,1,1,1,3,1,4,2,4,1,3,3,3,2,1,3,3,1,3,3,4,1,4,4,4,3,,the rate of income varies as to location while inflation is about equal across the board,76,1,5,3,,6,1,,21,,,,,0,,
2024-01-12 14:57:50,2024-01-12 15:07:58,0,100,607,1,2024-01-12 15:07:59,R_7CvU7OCLr6Wxb4V,anonymous,EN,2,5aee4c420ccc2e0001859282,3,1,5,2,1,1,3,1,2,3,2,2,1,1,2,1,1,2,2,1,1,,2,15,3,2,1,1,3,2,2,3,1,1,1,1,1,1,1,3,1,1,1,3,1,5,6,6,6,6,,Areas with high income earners have outpaced the economic growth of areas with lower income earners. Governments can invest in low income areas to stimulate economic growth.,33,1,5,3,,0,2,,21,,,,,0,,
2024-01-12 14:59:16,2024-01-12 15:08:19,0,100,542,1,2024-01-12 15:08:20,R_7DfCXFULQkxGlmp,anonymous,EN,2,5e8601d90126b207e8c7a2aa,2,3,1,3,1,1,4,1,3,3,3,1,1,3,3,3,1,3,3,1,3,It was comparing black and white Americans with the same or similiar education and their differing saleries. White Americans were making more on average than their black counterparts. ,2,15,,3,1,1,4,1,3,1,1,3,1,3,1,1,1,3,1,1,3,2,3,1,4,5,5,5,,,43,1,4,2,,2,2,,21,,,,,,1,
2024-01-12 14:54:38,2024-01-12 15:08:36,0,100,838,1,2024-01-12 15:08:37,R_3f1zkl6C6Td5KeW,anonymous,EN,2,653ac482f1c82326343e55f8,3,4,1,1,1,1,3,1,4,2,3,1,2,4,4,1,1,1,3,1,3,"Studies show that in the 65 and over age group that there is less income disparity between white and blacks when their level of education is the same, as opposed to a greater disparity when their education level is not the same. This suggests that focusing on equal access to education will help bridge the gap between incomes of blacks and whites.",5,16,4,1,1,1,3,1,4,1,3,1,2,4,4,1,1,1,3,1,4,2,4,1,6,6,6,6,,,50,1,5,3,,4,1,,21,,,,,,1,
2024-01-12 15:00:45,2024-01-12 15:09:21,0,100,515,1,2024-01-12 15:09:21,R_58HORyKL0LZxjjP,anonymous,EN,2,631396e643dc2531c8fe2e45,4,3,1,1,1,1,3,1,3,1,3,1,2,3,3,1,1,2,3,1,2,"The wage difference between black and white college graduates is negligible, however, there is a noticeable difference at the age of 65 between white educated and blacks who are not.  The article stressed that more emphasis on access to higher education for all should be a priority.",3,16,3,1,1,1,3,1,3,1,3,1,3,3,3,1,1,2,2,1,3,3,3,1,5,6,5,4,,,62,1,3,1,,6,1,,21,,,,,,1,
2024-01-12 14:56:20,2024-01-12 15:09:25,0,100,784,1,2024-01-12 15:09:25,R_78Gw7Wus5eHpaB8,anonymous,EN,2,559d9916fdf99b1e2b2dc6b8,1,3,2,2,2,2,3,2,3,1,1,2,1,2,1,3,1,3,1,1,1,,1,15,1,2,1,1,3,1,3,1,1,1,1,1,1,3,1,2,1,1,1,1,2,2,4,5,4,1,,"Income varies, and sometimes that's related to geography.",70,1,5,2,,0,2,,22,22,(BTW - there may be people who don't know what an IAT is.) Probably at least a few years. I don't do them anymore.,I have no idea. I've been doing studies almost 10 years and I don't track the content that closely.,8,0,,
2024-01-12 14:59:07,2024-01-12 15:09:47,0,100,639,1,2024-01-12 15:09:47,R_5Pqa0xduuYRAbBz,anonymous,EN,2,58472149000f1000010ebc53,5,4,1,1,1,1,1,1,4,1,4,1,3,4,4,1,1,1,4,1,4,Education plays a key role in reducing income disparities among adults aged 65 and above.  This shows the potential that education has in reducing the financial gap between black and white individuals,4,16,3,1,1,1,1,1,4,1,4,1,3,4,4,1,1,1,4,1,4,5,4,1,6,6,6,5,,,47,1,5,2,,1,1,,21,,,,,,1,
2024-01-12 14:59:33,2024-01-12 15:10:00,0,100,627,1,2024-01-12 15:10:01,R_7H0Kz5NectrlBaS,anonymous,EN,2,5bd8fabf544d4f000141d94d,3,4,2,2,2,2,2,2,3,2,3,1,3,3,3,1,2,2,3,1,3,,2,14,2,3,2,2,2,2,3,3,2,3,2,3,1,2,2,2,1,3,4,3,3,2,6,6,6,6,When comparing Whites and Blacks with similar educational backgrounds it is found that Blacks significantly trail Whites in terms of savings and house values.,,70,1,6,2,,1,1,,21,,,,,,,2
2024-01-12 15:01:26,2024-01-12 15:10:49,0,100,563,1,2024-01-12 15:10:50,R_1gBxk6hoBa5SDCh,anonymous,EN,2,614fb0e5a57edac09cfeaf1f,3,4,1,2,1,1,3,2,3,1,2,1,3,3,3,2,1,1,3,1,3,,1,15,2,2,1,1,2,1,3,2,3,1,3,3,2,2,1,1,1,1,3,3,4,2,5,6,5,6,There is a large income inequality between whites and blacks. This was cause by redlining. The levels of inequality continue into home ownership and education.,,74,1,3,2,,2,1,,21,,,,,,,2
